,pos_caption,neg_caption,pos_image_id,pos_subject,pos_verb,pos_object,neg_verb,pos_matched_tense,neg_matched_tense
24207,Players huddling during a match.,players fighting during a match.,5172,player,huddle,match,fight,huddling, fighting
24208,A boat passes a bridge.,a boat goes a bridge.,5654,boat,pass,bridge,go,passes, goes
24209,A person walks a dog.,a person is a dog.,10470,person,walk,dog,be,walks, is
24212,A boy running through the grass.,a boy sitting through the grass.,5397,boy,run,grass,sit,running, sitting
24215,A girl jumping from a rock.,a girl sitting from a rock.,6899,girl,jump,rock,sit,jumping, sitting
24216,Trees covered in snow.,trees decorated in snow.,10473,tree,cover,snow,decorate,covered, decorated
24218,A woman is climbing a cliff.,a woman is sitting a cliff.,8010,woman,climb,cliff,sit,climbing, sitting
24219,A woman swimming in the sea.,a woman sitting in the sea.,6753,woman,swim,sea,sit,swimming, sitting
24221,A boat bobs in the waves.,a boat rocks in the waves.,10477,boat,bob,wave,rock,bobs, rocks
24222,The woman holds the cat.,the woman feeds the cat.,8683,woman,hold,cat,feed,holds, feeds
24224,The boy stands in the tree,the boy climbs in the tree,4526,boy,stand,tree,climb,stands, climbs
24225,A dog runs with a ball.,a dog catches with a ball.,9843,dog,run,ball,catch,runs, catches
24226,a businessman laying on a couch,a businessman laying on a couch,7232,businessman,lie,couch,sit,No match,
24227,A woman is trekking in a forest.,a woman is sitting in a forest.,5036,woman,trek,forest,sit,trekking, sitting
24228,A boy sitting with a white background,a boy taking with a white background,7883,boy,sit,background,take,sitting, taking
24229,a couple kissing on a street,a couple walking on a street,9876,couple,kiss,street,walk,kissing, walking
24230,A person dips with the bride.,a person sees with the bride.,10484,person,dip,bride,see,dips, sees
24232,A man runs in front of the sunset.,a man walks in front of the sunset.,10485,man,run,sunset,walk,runs, walks
24234,A drawing of a boat on a beach.,a resting of a boat on a beach.,10487,boat,draw,beach,rest,drawing, resting
24235,The girl climbs a tree.,the girl sits a tree.,8506,girl,climb,tree,sit,climbs, sits
24236,A girl sitting near a lake.,a girl standing near a lake.,9626,girl,sit,lake,stand,sitting, standing
24237,A boat goes on the river.,a boat moors on the river.,10489,boat,go,river,moor,goes, moors
24238,A woman sitting on a fence.,a woman standing on a fence.,10274,woman,sit,fence,stand,sitting, standing
24239,A woman walking on the beach.,a woman laying on the beach.,8085,woman,walk,beach,lay,walking, laying
24240,A person takes a photo of the ocean.,a person dances a photo of the ocean.,8947,person,take,photo,dance,takes, dances
24241,The man stands on the jetty.,the man sits on the jetty.,10491,man,stand,jetty,sit,stands, sits
24243,A person drinks ikn the street.,a person plays ikn the street.,7783,person,drink,street,play,drinks, plays
24244,The young artist tries to play music at a festival.,the young artist tries to arrive music at a festival.,4434,artist,play,festival,arrive,play, arrive
24245,A girl sitting on a sofa.,a girl lying on a sofa.,7095,girl,sit,sofa,lie,sitting, lying
24246,A girl walking next to a wall.,a girl climbing next to a wall.,9273,girl,walk,wall,climb,walking, climbing
24247,A man is embracing a woman.,a man is talking a woman.,10493,man,embrace,woman,talk,embracing, talking
24249,The person strolled on the beach.,the person jogged on the beach.,8199,person,stroll,beach,jog,strolled, jogged
24250,A man drives his car,a man admires his car,7889,man,drive,car,admire,drives, admires
24251,A man counts money.,a man begs money.,10495,man,count,money,beg,counts, begs
24253,A woman sunbathes on the beach.,a woman stands on the beach.,7442,woman,sunbathe,beach,stand,sunbathes, stands
24254,Boys jumping in water.,boys walking in water.,6440,boy,jump,water,walk,jumping, walking
24256,A man floats in a pool.,a man stands in a pool.,7777,man,float,pool,stand,floats, stands
24257,Man sitting on sofa,man lying on sofa,6683,man,sit,sofa,lie,sitting, lying
24258,A person jumps in front of a background.,a person stands in front of a background.,10498,person,jump,background,stand,jumps, stands
24260,girl sit on the step,girl walk on the step,10502,girl,sit,step,walk,sit, walk
24261,girl run on the road,girl go on the road,10503,girl,run,road,go,run, go
24262,A person standing on a hill.,a person sitting on a hill.,6585,person,stand,hill,sit,standing, sitting
24264,A woman jumps in the water.,a woman sits in the water.,9567,woman,jump,water,sit,jumps, sits
24265,A girl lies on the couch.,a girl sits on the couch.,5714,girl,lie,couch,sit,lies, sits
24266,A dog runs in a field.,a dog sits in a field.,9811,dog,run,field,sit,runs, sits
24267,Water flows through a spillway.,water gushes through a spillway.,7794,water,flow,spillway,gush,flows, gushes
24268,Players walk with other players,players celebrate with other players,10508,player,walk,player,celebrate,walk, celebrate
24269,A player standing in a field.,a player entering in a field.,10510,player,stand,field,enter,standing, entering
24271,A bird perch that resembles a brand for a bird to perch upon.,a bird sit that resembles a brand for a bird to perch upon.,9623,bird,perch,branch,sit,perch, sit
24272,The girl looks at the ocean.,the girl runs at the ocean.,6981,girl,look,ocean,run,looks, runs
24273,A boy sits on the ground.,a boy lies on the ground.,10512,boy,sit,ground,lie,sits, lies
24274,A woman turns her head to the side.,a woman rests her head to the side.,4623,woman,turn,head,rest,turns, rests
24275,A person sings in the crowd.,a person looks in the crowd.,10515,person,sing,crowd,look,sings, looks
24276,Horses are galloping on a road.,horses are travelling on a road.,9380,horse,gallop,road,travel,galloping, travelling
24277,A woman laughing at the beach.,a woman strolling at the beach.,10517,woman,laugh,beach,stroll,laughing, strolling
24278,The cloud covers the mountain.,the cloud moves the mountain.,10518,cloud,cover,mountain,move,covers, moves
24279,A person on a crowded street.,a person on a crossed street.,9691,person,crowd,street,cross,crowded, crossed
24282,a player clapping,a player clapping,10522,player,pass,football,kick,No match,
24283,The person walked past the window.,the person stared past the window.,4546,person,walk,window,stare,walked, stared
24284,A woman is kayaking on the lake.,a woman is sitting on the lake.,10523,woman,kayak,lake,sit,kayaking, sitting
24285,A man lifts his arm and brings his hand to his face.,a man lifts his arm and brings his hand to his face.,7849,man,put,arm,raise,No match,
24286,Boys jumping in water.,boys wading in water.,6440,boy,jump,water,wade,jumping, wading
24287,A boy sleeping by a book.,a boy sitting by a book.,8184,boy,sleep,book,sit,sleeping, sitting
24288,Players argue with other team.,players greet with other team.,10526,player,argue,other,greet,argue, greet
24289,A girl lies in a field.,a girl runs in a field.,6831,girl,lie,field,run,lies, runs
24290,the woman smiled at the beach,the woman stretched at the beach,10527,woman,smile,beach,stretch,smiled, stretched
24292,Man standing in the dark,man sitting in the dark,10531,man,stand,dark,sit,standing, sitting
24293,A person sees a bride.,a person kisses a bride.,5265,person,see,bride,kiss,sees, kisses
24294,a player warming with other players,a player greeting with other players,6512,player,warm,player,greet,warming, greeting
24295,A girl runs through the snow.,a girl enjoys through the snow.,5805,girl,run,snow,enjoy,runs, enjoys
24296,A couple running in the park.,a couple hugging in the park.,6178,couple,run,park,hug,running, hugging
24297,A group of baseball players argue with each other.,a group of baseball players congratulate with each other.,5272,player,argue,other,congratulate,argue, congratulate
24298,The boy lays under a blanket.,the boy sits under a blanket.,8829,boy,lay,blanket,sit,lays, sits
24299,Vehicles block the road.,vehicles pass the road.,10534,vehicle,block,road,pass,block, pass
24300,A girl looks at the ocean.,a girl runs at the ocean.,9098,girl,look,ocean,run,looks, runs
24302,Player playing ball on a clear day,player playing ball on a gather day,9912,player,clear,ball,gather,clear, gather
24303,Women sit next to men.,women stand next to men.,10537,woman,sit,man,stand,sit, stand
24304,The woman walks along the ocean.,the woman looks along the ocean.,8866,woman,walk,ocean,look,walks, looks
24305,The man is sitting under the tree.,the man is jumping under the tree.,9045,man,sit,tree,jump,sitting, jumping
24306,A boat arrives at the beach.,a boat rests at the beach.,9105,boat,arrive,beach,rest,arrives, rests
24307,Girls ride in a car.,girls wash in a car.,10538,girl,ride,car,wash,ride, wash
24310,A man is running on a road.,a man is cycling on a road.,10540,man,run,road,cycle,running, cycling
24311,A dog runs on the beach.,a dog lies on the beach.,7252,dog,run,beach,lie,runs, lies
24312,The person is spotted at the beach,the person is enjoyed at the beach,5442,person,spot,beach,enjoy,spotted, enjoyed
24314,A person looks at the view.,a person takes at the view.,10541,person,look,view,take,looks, takes
24316,A team holds a trophy.,a team poses a trophy.,7338,team,hold,trophy,pose,holds, poses
24317,A person is dancing at the beach.,a person is playing at the beach.,10546,person,dance,beach,play,dancing, playing
24318,A woman is lying in the water.,a woman is jumping in the water.,10547,woman,lie,water,jump,lying, jumping
24319,A boy walks by a wall.,a boy sits by a wall.,10232,boy,walk,wall,sit,walks, sits
24320,A couple kisses under the tree.,a couple walks under the tree.,5082,couple,kiss,tree,walk,kisses, walks
24321,A man with open eyes,a man with close eyes,7380,man,open,eye,close,open, close
24322,A person calmly crosses the street.,a person calmly wanders the street.,10548,person,cross,street,wander,crosses, wanders
24323,A girl is riding a galloping horse.,a girl is riding a leading horse.,4818,girl,gallop,horse,lead,galloping, leading
24324,The woman sits by the pool.,the woman stands by the pool.,10549,woman,sit,pool,stand,sits, stands
24325,A woman stands in a chair.,a woman lies in a chair.,5932,woman,stand,chair,lie,stands, lies
24326,A coah paces on the sidelines.,a coah shouts on the sidelines.,7432,coach,pace,sideline,shout,paces, shouts
24327,A person teaches a person.,a person poses a person.,5593,person,teach,person,pose,teaches, poses
24329,A woman walks on the snow.,a woman runs on the snow.,5934,woman,walk,snow,run,walks, runs
24330,A girl sits on a car.,a girl rides on a car.,9568,girl,sit,car,ride,sits, rides
24331,A man opened the window.,a man sat the window.,7491,man,open,window,sit,opened, sat
24332,The woman sat in the front.,the woman walked in the front.,8269,woman,sit,front,walk,sat, walked
24334,puppy walk on the grass,puppy lay on the grass,7580,puppy,walk,grass,lay,walk, lay
24336,The music artist perform on the event is very awesome.,the music artist arrive on the event is very awesome.,7947,artist,perform,event,arrive,perform, arrive
24338,A mother lying on a sofa.,a mother sitting on a sofa.,10558,mother,lie,sofa,sit,lying, sitting
24339,A person jumps into water,a person looks into water,10560,person,jump,water,look,jumps, looks
24340,A person is dancing at the beach.,a person is posing at the beach.,10546,person,dance,beach,pose,dancing, posing
24341,the businessman  walks on the beach,the businessman stands on the beach,9217,businessman,walk,beach,stand,walks, stands
24342,The person sits to the side.,the person stands to the side.,5740,person,sit,side,stand,sits, stands
24343,A person pushes a cart.,a person rides a cart.,7270,person,push,cart,ride,pushes, rides
24345,A sun rising over a lake,a sun gleaming over a lake,5176,sun,rise,lake,gleam,rising, gleaming
24346,A woman and a man are standing back to back.,a woman and a man are pushing back to back.,7162,woman,stand,man,push,standing, pushing
24347,A parent is holding her baby.,a parent is playing her baby.,8996,parent,hold,baby,play,holding, playing
24348,A woman stands in a chair.,a woman rests in a chair.,5932,woman,stand,chair,rest,stands, rests
24349,The girl was leaning on the fence.,the girl was sitting on the fence.,6317,girl,lean,fence,sit,leaning, sitting
24350,The dog stands in the grass.,the dog lies in the grass.,10566,dog,stand,grass,lie,stands, lies
24351,person lying on the flowers,person picking on the flowers,8207,person,lie,flower,pick,lying, picking
24352,A person sits among flowers.,a person picks among flowers.,9376,person,sit,flower,pick,sits, picks
24353,The man stands in the desert.,the man walks in the desert.,10567,man,stand,desert,walk,stands, walks
24354,The players come from the corn field.,the players stand from the corn field.,7739,player,come,field,stand,come, stand
24355,A tree is blocking the road.,a tree is growing the road.,10568,tree,block,road,grow,blocking, growing
24357,A girl crosses the field,a girl lies the field,7765,girl,cross,field,lie,crosses, lies
24358,A man raising a glass.,a man pouring a glass.,10569,man,raise,glass,pour,raising, pouring
24359,A family lies on the floor.,a family lays on the floor.,10571,family,lie,floor,lay,lies, lays
24360,A man is posing as a awkward person.,a man is driving as a awkward person.,10573,person,pose,man,drive,posing, driving
24361,A bribe laughing in a wedding .,a bribe walking in a wedding .,8118,bride,laugh,wedding,walk,laughing, walking
24362,A comedian accepts an award.,a comedian poses an award.,6355,comedian,accept,award,pose,accepts, poses
24363,Birds flying over a beach at sunset,birds standing over a beach at sunset,10574,beach,fly,sunset,stand,flying, standing
24364,A man sitting in an office.,a man standing in an office.,10575,man,sit,office,stand,sitting, standing
24365,A person celebrates the match.,a person attends the match.,5070,person,celebrate,match,attend,celebrates, attends
24366,A man sits by a lake.,a man walks by a lake.,7417,man,sit,lake,walk,sits, walks
24367,The man in the shirt stands.,the man in the shirt stands.,10577,man,stand,shirt,bear,No match,
24368,A person standing by a window.,a person walking by a window.,10578,person,stand,window,walk,standing, walking
24369,A player rushing the ball,a player blocking the ball,5480,player,rush,ball,block,rushing, blocking
24370,A statue of a person sitting.,a statue of a person sitting.,10108,person,sit,statue,pose,No match,
24371,A man is walking on the boardwalk.,a man is sitting on the boardwalk.,7102,man,walk,boardwalk,sit,walking, sitting
24372,A woman dances by the sea.,a woman floats by the sea.,10579,woman,dance,sea,float,dances, floats
24373,Actors stroll the street.,actors dance the street.,9848,actor,stroll,street,dance,stroll, dance
24374,A person is running in the rain.,a person is walking in the rain.,10581,person,run,rain,walk,running, walking
24375,A bride laughs at a reception,a bride exits at a reception,5929,bride,laugh,reception,exit,laughs, exits
24376,The man walked at sunset.,the man ran at sunset.,4456,man,walk,sunset,run,walked, ran
24378,A man runs during sunset.,a man jumps during sunset.,4455,man,run,sunset,jump,runs, jumps
24379,A woman dances in the street.,a woman sits in the street.,10586,woman,dance,street,sit,dances, sits
24380,A woman staring out a window.,a woman washing out a window.,6455,woman,stare,window,wash,staring, washing
24381,The girl decorates the tree.,the girl climbs the tree.,6224,girl,decorate,tree,climb,decorates, climbs
24382,This person is looking at the phone.,this person is holding at the phone.,10587,person,look,phone,hold,looking, holding
24385,A player listening to his coach.,a player celebrating to his coach.,9753,player,listen,coach,celebrate,listening, celebrating
24386,A player scoring a penalty kick.,a player saving a penalty kick.,9344,player,score,penalty,save,scoring, saving
24387,A woman walks against a wall,a woman sits against a wall,5537,woman,walk,wall,sit,walks, sits
24388,A boy throwing a ball,a boy holding a ball,9578,boy,throw,ball,hold,throwing, holding
24389,A person leading a horse.,a person sitting a horse.,7487,person,lead,horse,sit,leading, sitting
24390,A girl runs on the shore.,a girl walks on the shore.,6208,girl,run,shore,walk,runs, walks
24392,The person stands in the road.,the person takes in the road.,10592,person,stand,road,take,stands, takes
24393,A man stands on the rock.,a man jumps on the rock.,5120,man,stand,rock,jump,stands, jumps
24394,A mother is kissing a baby.,a mother is hugging a baby.,10594,mother,kiss,baby,hug,kissing, hugging
24396,The woman laughs on the beach.,the woman stretches on the beach.,7441,woman,laugh,beach,stretch,laughs, stretches
24398,A person standing on top.,a person walking on top.,10596,person,stand,top,walk,standing, walking
24400,The girl sits on the pier.,the girl walks on the pier.,10598,girl,sit,pier,walk,sits, walks
24401,People running on a trail.,people hiking on a trail.,10599,person,run,trail,hike,running, hiking
24402,A boy driving a car,a boy playing a car,10365,boy,drive,car,play,driving, playing
24403,A car is on charge in the street.,a car is on burn in the street.,7873,car,charge,street,burn,charge, burn
24404,A man talks on a cellphone.,a man uses on a cellphone.,10602,man,talk,cellphone,use,talks, uses
24405,A person dips their head in the river.,a person dips their bathe in the river.,5529,person,head,river,bathe,head, bathe
24406,A boat leaving the harbor.,a boat tying the harbor.,10604,boat,leave,harbor,tie,leaving, tying
24407,The athlete is throwing the ball.,the athlete is moving the ball.,9106,athlete,throw,ball,move,throwing, moving
24408,The woman covers her hair.,the woman washes her hair.,10606,woman,cover,hair,wash,covers, washes
24409,A player speaking at a conference.,a player practicing at a conference.,6401,player,speak,conference,practice,speaking, practicing
24411,the fisherman paddle the boat,the fisherman pull the boat,6829,fisherman,paddle,boat,pull,paddle, pull
24412,A mother kisses her daughter.,a mother takes her daughter.,5418,mother,kiss,daughter,take,kisses, takes
24414,A person walks by the sea.,a person swims by the sea.,10609,person,walk,sea,swim,walks, swims
24415,Footballers vie for the ball,footballers head for the ball,6434,footballer,vie,ball,head,vie, head
24418,The coach instructs the player.,the coach celebrates the player.,10611,coach,instruct,player,celebrate,instructs, celebrates
24419,The man leans against the tree.,the man jumps against the tree.,10612,man,lean,tree,jump,leans, jumps
24420,A tennis player watch is next to a ball.,a tennis player compete is next to a ball.,4954,player,watch,ball,compete,watch, compete
24421,A woman raising both arms,a woman stretching both arms,7970,woman,raise,arm,stretch,raising, stretching
24422,A child washes her hand.,a child holds her hand.,10614,child,wash,hand,hold,washes, holds
24423,A man sits on a chair with his skateboard.,a man carries on a chair with his skateboard.,4944,man,sit,skateboard,carry,sits, carries
24424,A person grows along the wall.,a person sits along the wall.,4557,person,grow,wall,sit,grows, sits
24425,A cat lies ina chair.,a cat sits ina chair.,5914,cat,lie,chair,sit,lies, sits
24426,The man tastes the contents of the glass.,the man wears the contents of the glass.,10616,man,taste,glass,wear,tastes, wears
24427,A person caught a fish.,a person held a fish.,9518,person,catch,fish,hold,caught, held
24428,A man is sitting in a garden.,a man is relaxing in a garden.,5224,man,sit,garden,relax,sitting, relaxing
24429,A woman covers her face.,a woman holds her face.,10619,woman,cover,face,hold,covers, holds
24430,A woman walks by houses.,a woman stands by houses.,8532,woman,walk,house,stand,walks, stands
24431,A player is directing the other team.,a player is pitching the other team.,10620,player,direct,team,pitch,directing, pitching
24433,A man speaks on the phone.,a man types on the phone.,4876,man,speak,phone,type,speaks, types
24434,The girl is drinking chocolate milk.,the girl is eating chocolate milk.,10624,girl,drink,chocolate,eat,drinking, eating
24435,A woman sits in a forest.,a woman stands in a forest.,7699,woman,sit,forest,stand,sits, stands
24436,The kid is laying in the grass.,the kid is running in the grass.,9279,kid,lay,grass,run,laying, running
24437,A player yells at other players.,a player pulls at other players.,10626,player,yell,player,pull,yells, pulls
24438,A person going up the stairs.,a person falling up the stairs.,8448,person,go,stair,fall,going, falling
24439,Players are watching from the sideline.,players are walking from the sideline.,9425,player,watch,sideline,walk,watching, walking
24440,A child standing in a tree.,a child planting in a tree.,10629,child,stand,tree,plant,standing, planting
24441,A boy plays in the sea.,a boy runs in the sea.,10394,boy,play,sea,run,plays, runs
24442,The student learns in the classroom.,the student stands in the classroom.,10630,student,learn,classroom,stand,learns, stands
24443,a boy plays with a balloon,a boy runs with a balloon,10631,boy,play,balloon,run,plays, runs
24444,She runs on the beach in a dress,she walks on the beach in a dress,10633,dress,run,beach,walk,runs, walks
24445,A kid is running on the beach.,a kid is sitting on the beach.,4748,kid,run,beach,sit,running, sitting
24446,A man kayaks on the river.,a man jumps on the river.,4752,man,kayak,river,jump,kayaks, jumps
24447,A man holds a bag.,a man carries a bag.,9350,man,hold,bag,carry,holds, carries
24448,A man sits in bed.,a man sleeps in bed.,7694,man,sit,bed,sleep,sits, sleeps
24449,The dog stands in front of the background.,the dog sits in front of the background.,10637,dog,stand,background,sit,stands, sits
24450,Boats are resting on the beach.,boats are pulling on the beach.,10639,boat,rest,beach,pull,resting, pulling
24452,The player walks by the other player.,the player hugs by the other player.,9213,player,walk,player,hug,walks, hugs
24453,The person leads the shoot team.,the person leads the cheer team.,10641,person,shoot,team,cheer,shoot, cheer
24454,A woman is sitting on the sofa,a woman is lying on the sofa,7118,woman,sit,sofa,lie,sitting, lying
24455,Players walk by the pitch.,players wind by the pitch.,10643,player,walk,pitch,wind,walk, wind
24456,A woman walking in the grass.,a woman laying in the grass.,6428,woman,walk,grass,lay,walking, laying
24457,A person is using a tire iron.,a person is sitting a tire iron.,6998,person,use,tire,sit,using, sitting
24458,A man sits on the shore.,a man stands on the shore.,5308,man,sit,shore,stand,sits, stands
24459,person fly in the sky,person ride in the sky,10644,person,fly,car,ride,fly, ride
24460,The motorcycle is parked at the road.,the motorcycle is drove at the road.,8965,motorcycle,park,road,drive,parked, drove
24463,Women walking dog,women playing dog,10646,woman,walk,dog,play,walking, playing
24464,A person kisses his bride in a field,a person carries his bride in a field,10648,person,kiss,bride,carry,kisses, carries
24465,A flag flutters in the wind.,a flag waves in the wind.,10650,flag,flutter,wind,wave,flutters, waves
24466,A person travels the city with her bags and phone.,a person hits the city with her bags and phone.,10651,person,travel,city,hit,travels, hits
24467,A person is standing on a rock.,a person is perching on a rock.,9147,person,stand,rock,perch,standing, perching
24468,The person leaned against the fence.,the person stood against the fence.,9630,person,lean,fence,stand,leaned, stood
24469,A woman looks at the camera with a Christmas tree in the background.,a woman hangs at the camera with a christmas tree in the background.,9994,woman,look,tree,hang,looks, hangs
24471,A woman rested her head.,a woman held her head.,10514,woman,rest,head,hold,rested, held
24472,A little girl plays with a pink balloon.,a little girl runs with a pink balloon.,10654,girl,play,balloon,run,plays, runs
24473,A truck goes down a road.,a truck travels down a road.,10655,truck,go,road,travel,goes, travels
24474,A boat floating in the water,a boat moving in the water,9184,boat,float,water,move,floating, moving
24475,person walking with a child,person working with a child,4472,person,walk,child,work,walking, working
24476,A cow lying on grass.,a cow nibbling on grass.,8257,cow,lie,grass,nibble,lying, nibbling
24477,the bride walks on the beach,the bride hugs on the beach,4578,bride,walk,beach,hug,walks, hugs
24478,artist give his perform in the evening,artist give his attend in the evening,10658,artist,perform,evening,attend,perform, attend
24479,A person jumps in the air,a person flies in the air,10660,person,jump,air,fly,jumps, flies
24480,A person is standing on a rock at the beach.,a person is sitting on a rock at the beach.,7990,person,stand,beach,sit,standing, sitting
24481,This photo shows a person who is walking to the market.,this photo shows a person who is strolling to the market.,9724,person,walk,market,stroll,walking, strolling
24482,A person is looking through a magnifying glass,a person is staining through a magnifying glass,10431,person,look,glass,stain,looking, staining
24483,A football player vies for the ball with another footballer.,a football player celebrates for the ball with another footballer.,9982,player,vie,footballer,celebrate,vies, celebrates
24484,A woman is turned toward the camera,a woman is held toward the camera,8663,woman,turn,camera,hold,turned, held
24485,The couple ran up the hill.,the couple walked up the hill.,9405,couple,run,hill,walk,ran, walked
24486,A girl stands on a pier.,a girl sits on a pier.,10666,girl,stand,pier,sit,stands, sits
24487,People play during the day,people walk during the day,6026,person,play,day,walk,play, walk
24488,A couple walk by the water.,a couple kiss by the water.,5683,couple,walk,water,kiss,walk, kiss
24489,A woman cuts vegetables.,a woman buys vegetables.,10667,woman,cut,vegetable,buy,cuts, buys
24490,The woman walks on top of the pavement.,the woman stands on top of the pavement.,10668,woman,walk,top,stand,walks, stands
24491,The couple lie on the floor.,the couple sit on the floor.,8277,couple,lie,floor,sit,lie, sit
24492,the oppisite player will steal the ball,the oppisite player will gather the ball,6912,player,steal,ball,gather,steal, gather
24493,People are walking in the rain.,people are running in the rain.,10670,person,walk,rain,run,walking, running
24494,fan gives react to the game,fan gives attend to the game,10671,fan,react,game,attend,react, attend
24495,Women carry their surfboards.,women sit their surfboards.,10673,woman,carry,surfboard,sit,carry, sit
24496,a child walking in a park.,a child playing in a park.,9413,child,walk,park,play,walking, playing
24497,The lamb stands in the field.,the lamb lies in the field.,8236,lamb,stand,field,lie,stands, lies
24498,boat dock on the port,boat leave on the port,10674,boat,dock,port,leave,dock, leave
24499,A dog stands in the grass.,a dog lies in the grass.,10675,dog,stand,grass,lie,stands, lies
24500,Players are lying on the ground.,players are leaving on the ground.,10676,player,lie,ground,leave,lying, leaving
24501,A puppy lies on wood,a puppy sits on wood,10677,puppy,lie,wood,sit,lies, sits
24502,A woman jumps on a beach.,a woman lays on a beach.,9282,woman,jump,beach,lay,jumps, lays
24503,A player kicking a football.,a player catching a football.,10679,player,kick,football,catch,kicking, catching
24505,The woman sits on the street.,the woman runs on the street.,5542,woman,sit,street,run,sits, runs
24506,Puppy walking in a field.,puppy sitting in a field.,4638,puppy,walk,field,sit,walking, sitting
24507,The players chase the ball.,the players toss the ball.,10681,player,chase,ball,toss,chase, toss
24508,A businessman use the phone,a businessman speak the phone,10682,businessman,use,phone,speak,use, speak
24509,The man carries the surfboard.,the man rides the surfboard.,4663,man,carry,surfboard,ride,carries, rides
24510,Player winning trophy,player winning trophy,4541,team,hold,trophy,show,No match,
24511,is this woman walking on pier?,is this woman standing on pier?,10684,woman,walk,pier,stand,walking, standing
24512,A person lifting their arm,a person stretching their arm,10686,person,lift,arm,stretch,lifting, stretching
24513,A girl lying on a bench.,a girl sitting on a bench.,7202,girl,lie,bench,sit,lying, sitting
24514,A black artist attends a celebration.,a black artist performs a celebration.,10004,artist,attend,celebration,perform,attends, performs
24515,A man makes his face bigger.,a man washes his face bigger.,10688,man,make,face,wash,makes, washes
24516,the man walked at the lake,the man swam at the lake,7416,man,walk,lake,swim,walked, swam
24517,The woman covers her hair.,the woman washes her hair.,10606,woman,cover,hair,wash,covers, washes
24518,The person buys the food.,the person takes the food.,5688,person,buy,food,take,buys, takes
24519,A man leans on a wall.,a man climbs on a wall.,9823,man,lean,wall,climb,leans, climbs
24520,A man climbs some rocks.,a man sits some rocks.,10692,man,climb,rock,sit,climbs, sits
24521,A hand showing a sign,a hand holding a sign,10693,hand,show,sign,hold,showing, holding
24522,A businessman runs on the street.,a businessman walks on the street.,10694,businessman,run,street,walk,runs, walks
24523,A man walking with his briefcase.,a man carrying with his briefcase.,10696,man,walk,briefcase,carry,walking, carrying
24524,A woman walks past a window in an airport.,a woman sits past a window in an airport.,8486,woman,walk,window,sit,walks, sits
24525,A person's home floods,a person's home walks,8675,person,flood,home,walk,floods, walks
24526,A man swims in the lake.,a man stands in the lake.,10689,man,swim,lake,stand,swims, stands
24528,A man talks on a mobile phone,a man uses on a mobile phone,10699,man,talk,mobile,use,talks, uses
24529,Bicycles leaning against a railing.,bicycles locking against a railing.,4973,bicycle,lean,railing,lock,leaning, locking
24531,woman sit a kitchen,woman stand a kitchen,10702,woman,sit,kitchen,stand,sit, stand
24532,People work in a team.,people coach in a team.,8251,person,work,team,coach,work, coach
24533,A woman reads a book.,a woman holds a book.,10703,woman,read,book,hold,reads, holds
24534,A girl is holding a bear.,a girl is sleeping a bear.,10704,girl,hold,bear,sleep,holding, sleeping
24535,The player catches the football.,the player plays the football.,10680,player,catch,football,play,catches, plays
24536,A man jumps into the sea.,a man walks into the sea.,5266,man,jump,sea,walk,jumps, walks
24537,A person forces a fumble of a football.,a person forces a compete of a football.,9977,person,fumble,ball,compete,fumble, compete
24540,Women are covering their hair.,women are touching their hair.,7311,woman,cover,hair,touch,covering, touching
24541,A truck towing a car.,a truck carrying a car.,10711,truck,tow,car,carry,towing, carrying
24542,The man walked at sunset.,the man jumped at sunset.,4456,man,walk,sunset,jump,walked, jumped
24545,Dogs are standing on the beach.,dogs are running on the beach.,6717,dog,stand,beach,run,standing, running
24546,A person leaning on the wall.,a person covering on the wall.,10714,person,lean,wall,cover,leaning, covering
24547,A flag is painted on the side.,a flag is hung on the side.,10716,flag,paint,side,hang,painted, hung
24548,A man sits on railing.,a man leans on railing.,7074,man,sit,railing,lean,sits, leans
24549,the dog sat at the grass,the dog laid at the grass,8460,dog,sit,grass,lay,sat, laid
24550,A couple walk by the water.,a couple cuddle by the water.,5683,couple,walk,water,cuddle,walk, cuddle
24551,A man sitting on a cart.,a man pulling on a cart.,4559,man,sit,cart,pull,sitting, pulling
24552,The man sits by the shore.,the man runs by the shore.,6406,man,sit,shore,run,sits, runs
24554,The man uses his legs for situps.,the man uses his legs for situps.,10720,man,sit,leg,stretch,No match,
24555,Beautiful hand picked tomatoes.,beautiful hand cut tomatoes.,7907,hand,pick,tomato,cut,picked, cut
24556,The man smiles in the background.,the man screams in the background.,5284,man,smile,background,scream,smiles, screams
24557,A dog lies on the beach.,a dog lays on the beach.,7262,dog,lie,beach,lay,lies, lays
24558,A man sits on a chair with his skateboard.,a man holds on a chair with his skateboard.,4944,man,sit,skateboard,hold,sits, holds
24559,The strong person put the ball against his neck before he threw it.,the strong person head the ball against his neck before he threw it.,9555,person,put,ball,head,put, head
24560,A person carries a bride.,a person kisses a bride.,10649,person,carry,bride,kiss,carries, kisses
24561,A girl lies under a blanket.,a girl sits under a blanket.,10724,girl,lie,blanket,sit,lies, sits
24562,The person stands in the road.,the person drives in the road.,10592,person,stand,road,drive,stands, drives
24563,A man builds a wall.,a man walks a wall.,6824,man,build,wall,walk,builds, walks
24564,The person rides the motorcycle.,the person sits the motorcycle.,9370,person,ride,motorcycle,sit,rides, sits
24565,is this girl looking at the ocean?,is this girl running at the ocean?,7685,girl,look,ocean,run,looking, running
